1000
op_type,chunk_size,block_id,exec_time
malloc,16695296,216,2457.000000
malloc,48463872,217,1521.000000
malloc,18866176,218,1365.000000
malloc,385024,219,1794.000000
free,45621248,210,117.000000
free,35069952,211,117.000000
free,22675456,212,117.000000
free,10502144,213,78.000000
free,40247296,214,117.000000
free,37289984,215,117.000000
free,16695296,216,117.000000
free,48463872,217,116.000000
free,18866176,218,117.000000
free,385024,219,156.000000
malloc,34799616,220,1326.000000
malloc,17014784,221,1365.000000
malloc,21340160,222,1638.000000
malloc,3244032,223,1521.000000
malloc,34783232,224,1248.000000
malloc,17186816,225,1404.000000
malloc,7168000,226,507.000000
malloc,41213952,227,1326.000000
malloc,31604736,228,1248.000000
malloc,40812544,229,975.000000
free,34799616,220,156.000000
free,17014784,221,117.000000
free,21340160,222,117.000000
free,3244032,223,117.000000
free,34783232,224,117.000000
free,17186816,225,117.000000
free,7168000,226,78.000000
free,41213952,227,78.000000
free,31604736,228,117.000000
free,40812544,229,195.000000
malloc,1261568,230,1130.000000
malloc,22536192,231,2925.000000
malloc,31539200,232,1521.000000
malloc,44679168,233,1560.000000
malloc,36110336,234,1949.000000
malloc,29458432,235,1638.000000
malloc,2023424,236,1287.000000
malloc,43704320,237,936.000000
malloc,46841856,238,1794.000000
malloc,29843456,239,1365.000000
free,1261568,230,117.000000
free,22536192,231,117.000000
free,31539200,232,156.000000
free,44679168,233,155.000000
free,36110336,234,78.000000
free,29458432,235,117.000000
free,2023424,236,117.000000
free,43704320,237,117.000000
free,46841856,238,78.000000
free,29843456,239,195.000000
malloc,28418048,240,1248.000000
malloc,40034304,241,1287.000000
malloc,12476416,242,1092.000000
malloc,51085312,243,1677.000000
malloc,50528256,244,2691.000000
malloc,286720,245,1365.000000
malloc,35946496,246,1404.000000
malloc,14786560,247,1910.000000
malloc,48750592,248,663.000000
malloc,2383872,249,1325.000000
free,28418048,240,117.000000
free,40034304,241,1560.000000
free,12476416,242,117.000000
free,51085312,243,78.000000
free,50528256,244,117.000000
free,286720,245,117.000000
free,35946496,246,78.000000
free,14786560,247,117.000000
free,48750592,248,117.000000
free,2383872,249,156.000000
malloc,15171584,250,1404.000000
malloc,31113216,251,2613.000000
malloc,19398656,252,1326.000000
malloc,36511744,253,1521.000000
malloc,34357248,254,1365.000000
malloc,1744896,255,1755.000000
malloc,1261568,256,1638.000000
malloc,41525248,257,1404.000000
malloc,42950656,258,1326.000000
malloc,32866304,259,1053.000000
free,15171584,250,156.000000
free,31113216,251,48477.000000
free,19398656,252,273.000000
free,36511744,253,312.000000
free,34357248,254,234.000000
free,1744896,255,234.000000
free,1261568,256,234.000000
free,41525248,257,273.000000
free,42950656,258,234.000000
free,32866304,259,312.000000
malloc,29900800,260,1365.000000
malloc,44212224,261,2730.000000
malloc,2965504,262,1560.000000
malloc,9003008,263,1209.000000
malloc,36454400,264,1404.000000
malloc,39075840,265,1443.000000
malloc,38461440,266,1520.000000
malloc,38477824,267,1521.000000
malloc,30351360,268,1365.000000
malloc,32874496,269,1638.000000
free,29900800,260,390.000000
free,44212224,261,117.000000
free,2965504,262,116.000000
free,9003008,263,156.000000
free,36454400,264,116.000000
free,39075840,265,117.000000
free,38461440,266,117.000000
free,38477824,267,78.000000
free,30351360,268,117.000000
free,32874496,269,195.000000
malloc,15884288,270,1910.000000
malloc,6332416,271,1209.000000
malloc,20471808,272,1365.000000
malloc,28352512,273,351.000000
malloc,4988928,274,1365.000000
malloc,18563072,275,1482.000000
malloc,28639232,276,2301.000000
malloc,40935424,277,1443.000000
malloc,33349632,278,663.000000
malloc,24952832,279,1833.000000
free,15884288,270,78.000000
free,6332416,271,117.000000
free,20471808,272,390.000000
free,28352512,273,78.000000
free,4988928,274,117.000000
free,18563072,275,117.000000
free,28639232,276,117.000000
free,40935424,277,116.000000
free,33349632,278,117.000000
free,24952832,279,156.000000
malloc,43311104,280,2028.000000
malloc,48513024,281,1677.000000
malloc,3637248,282,1676.000000
malloc,10272768,283,1521.000000
malloc,32587776,284,585.000000
malloc,37986304,285,1833.000000
malloc,12017664,286,2106.000000
malloc,33849344,287,1404.000000
malloc,27074560,288,1638.000000
malloc,2539520,289,2496.000000
free,43311104,280,585.000000
free,48513024,281,117.000000
free,3637248,282,117.000000
free,10272768,283,116.000000
free,32587776,284,117.000000
free,37986304,285,117.000000
free,12017664,286,78.000000
free,33849344,287,117.000000
free,27074560,288,117.000000
free,2539520,289,156.000000
malloc,14278656,290,1404.000000
malloc,4546560,291,741.000000
malloc,46743552,292,2301.000000
malloc,17244160,293,1754.000000
malloc,13541376,294,3587.000000
malloc,30760960,295,1364.000000
malloc,3883008,296,1365.000000
malloc,51994624,297,1326.000000
malloc,16809984,298,1287.000000
malloc,34234368,299,1638.000000
free,14278656,290,117.000000
free,4546560,291,117.000000
free,46743552,292,351.000000
free,17244160,293,117.000000
free,13541376,294,78.000000
free,30760960,295,117.000000
free,3883008,296,117.000000
free,51994624,297,117.000000
free,16809984,298,78.000000
free,34234368,299,195.000000
malloc,32440320,300,1560.000000
malloc,32694272,301,1131.000000
malloc,40566784,302,1443.000000
malloc,475136,303,1676.000000
malloc,8609792,304,1521.000000
malloc,45547520,305,1365.000000
malloc,19038208,306,1599.000000
malloc,37249024,307,1677.000000
malloc,34054144,308,1248.000000
malloc,52379648,309,1365.000000
free,32440320,300,117.000000
free,32694272,301,194.000000
free,40566784,302,117.000000
free,475136,303,117.000000
free,8609792,304,117.000000
free,45547520,305,78.000000
free,19038208,306,117.000000
free,37249024,307,117.000000
free,34054144,308,117.000000
free,52379648,309,156.000000
malloc,9764864,310,1794.000000
malloc,24928256,311,1404.000000
malloc,48455680,312,2496.000000
malloc,13393920,313,1248.000000
malloc,35201024,314,1365.000000
malloc,28614656,315,468.000000
malloc,51380224,316,663.000000
malloc,47218688,317,1404.000000
malloc,10027008,318,1209.000000
malloc,26017792,319,3120.000000
free,9764864,310,117.000000
free,24928256,311,117.000000
free,48455680,312,117.000000
free,13393920,313,117.000000
free,35201024,314,116.000000
free,28614656,315,117.000000
free,51380224,316,117.000000
free,47218688,317,78.000000
free,10027008,318,117.000000
free,26017792,319,156.000000
malloc,49750016,320,1677.000000
malloc,24297472,321,1014.000000
malloc,30564352,322,1287.000000
malloc,44056576,323,1404.000000
malloc,41533440,324,1326.000000
malloc,44097536,325,1248.000000
malloc,22388736,326,1404.000000
malloc,45416448,327,1248.000000
malloc,43663360,328,2730.000000
malloc,39190528,329,2145.000000
free,49750016,320,117.000000
free,24297472,321,117.000000
free,30564352,322,117.000000
free,44056576,323,78.000000
free,41533440,324,117.000000
free,44097536,325,117.000000
free,22388736,326,351.000000
free,45416448,327,78.000000
free,43663360,328,117.000000
free,39190528,329,195.000000
malloc,27213824,330,1403.000000
malloc,23666688,331,1053.000000
malloc,19447808,332,546.000000
malloc,15343616,333,1053.000000
malloc,24141824,334,1209.000000
malloc,28057600,335,1482.000000
malloc,8462336,336,1403.000000
malloc,43171840,337,1248.000000
malloc,12869632,338,1755.000000
malloc,42508288,339,1326.000000
free,27213824,330,78.000000
free,23666688,331,195.000000
free,19447808,332,234.000000
free,15343616,333,117.000000
free,24141824,334,195.000000
free,28057600,335,117.000000
free,8462336,336,78.000000
free,43171840,337,117.000000
free,12869632,338,117.000000
free,42508288,339,156.000000
malloc,43114496,340,1092.000000
malloc,22634496,341,1092.000000
malloc,15007744,342,1287.000000
malloc,39141376,343,1287.000000
malloc,36028416,344,1365.000000
malloc,50208768,345,1326.000000
malloc,15319040,346,1248.000000
malloc,34971648,347,1248.000000
malloc,44998656,348,2496.000000
malloc,25337856,349,1677.000000
free,43114496,340,585.000000
free,22634496,341,117.000000
free,15007744,342,117.000000
free,39141376,343,117.000000
free,36028416,344,78.000000
free,50208768,345,117.000000
free,15319040,346,117.000000
free,34971648,347,117.000000
free,44998656,348,78.000000
free,25337856,349,195.000000
malloc,8560640,350,1326.000000
malloc,42311680,351,468.000000
malloc,49635328,352,1715.000000
malloc,39116800,353,1287.000000
malloc,33931264,354,1482.000000
malloc,38739968,355,1326.000000
malloc,30785536,356,1365.000000
malloc,3883008,357,1287.000000
malloc,31719424,358,1443.000000
malloc,22011904,359,2457.000000
free,8560640,350,116.000000
free,42311680,351,117.000000
free,49635328,352,117.000000
free,39116800,353,78.000000
free,33931264,354,117.000000
free,38739968,355,117.000000
free,30785536,356,117.000000
free,3883008,357,78.000000
free,31719424,358,117.000000
free,22011904,359,156.000000
malloc,43073536,360,2145.000000
malloc,6496256,361,546.000000
malloc,45678592,362,1287.000000
malloc,10092544,363,1521.000000
malloc,21839872,364,585.000000
malloc,17391616,365,1599.000000
malloc,38141952,366,2652.000000
malloc,30302208,367,1287.000000
malloc,8126464,368,1482.000000
malloc,51011584,369,1326.000000
free,43073536,360,78.000000
free,6496256,361,117.000000
free,45678592,362,117.000000
free,10092544,363,117.000000
free,21839872,364,117.000000
free,17391616,365,78.000000
free,38141952,366,117.000000
free,30302208,367,117.000000
free,8126464,368,117.000000
free,51011584,369,194.000000
malloc,20373504,370,1482.000000
malloc,51240960,371,1248.000000
malloc,21209088,372,1248.000000
malloc,35381248,373,1209.000000
malloc,37945344,374,1287.000000
malloc,4800512,375,2340.000000
malloc,33161216,376,975.000000
malloc,835584,377,1755.000000
malloc,39772160,378,1248.000000
malloc,25722880,379,1443.000000
free,20373504,370,117.000000
free,51240960,371,117.000000
free,21209088,372,78.000000
free,35381248,373,156.000000
free,37945344,374,117.000000
free,4800512,375,117.000000
free,33161216,376,78.000000
free,835584,377,117.000000
free,39772160,378,117.000000
free,25722880,379,156.000000
malloc,26173440,380,1677.000000
malloc,48324608,381,1404.000000
malloc,15597568,382,1677.000000
malloc,23371776,383,1326.000000
malloc,35004416,384,1404.000000
malloc,49528832,385,2066.000000
malloc,9674752,386,1287.000000
malloc,13352960,387,1287.000000
malloc,983040,388,1365.000000
malloc,41394176,389,1287.000000
free,26173440,380,117.000000
free,48324608,381,117.000000
free,15597568,382,117.000000
free,23371776,383,116.000000
free,35004416,384,117.000000
free,49528832,385,117.000000
free,9674752,386,78.000000
free,13352960,387,117.000000
free,983040,388,117.000000
free,41394176,389,156.000000
malloc,35364864,390,1053.000000
malloc,44056576,391,1170.000000
malloc,47890432,392,1287.000000
malloc,28614656,393,195.000000
malloc,1712128,394,2535.000000
malloc,17293312,395,1287.000000
malloc,45998080,396,351.000000
malloc,39854080,397,1287.000000
malloc,47587328,398,2067.000000
malloc,1687552,399,1403.000000
free,35364864,390,117.000000
free,44056576,391,116.000000
free,47890432,392,156.000000
free,28614656,393,117.000000
free,1712128,394,78.000000
free,17293312,395,117.000000
free,45998080,396,117.000000
free,39854080,397,117.000000
free,47587328,398,78.000000
free,1687552,399,195.000000
malloc,38436864,400,2846.000000
malloc,15532032,401,1677.000000
malloc,499712,402,1287.000000
malloc,7217152,403,1443.000000
malloc,50913280,404,1365.000000
malloc,38445056,405,2106.000000
malloc,12017664,406,1248.000000
malloc,31637504,407,1326.000000
malloc,39272448,408,1248.000000
malloc,51781632,409,1364.000000
free,38436864,400,117.000000
free,15532032,401,117.000000
free,499712,402,117.000000
free,7217152,403,78.000000
free,50913280,404,117.000000
free,38445056,405,117.000000
free,12017664,406,117.000000
free,31637504,407,117.000000
free,39272448,408,116.000000
free,51781632,409,156.000000
malloc,4923392,410,1638.000000
malloc,13017088,411,1092.000000
malloc,47669248,412,468.000000
malloc,20520960,413,507.000000
malloc,36380672,414,1950.000000
malloc,30244864,415,1326.000000
malloc,17620992,416,1364.000000
malloc,46055424,417,2222.000000
malloc,43597824,418,1248.000000
malloc,18595840,419,507.000000
free,4923392,410,117.000000
free,13017088,411,1560.000000
free,47669248,412,117.000000
free,20520960,413,78.000000
free,36380672,414,117.000000
free,30244864,415,117.000000
free,17620992,416,78.000000
free,46055424,417,117.000000
free,43597824,418,117.000000
free,18595840,419,156.000000
malloc,35012608,420,1482.000000
malloc,26525696,421,1209.000000
malloc,10215424,422,1443.000000
malloc,30466048,423,507.000000
malloc,2703360,424,273.000000
malloc,11927552,425,624.000000
malloc,47759360,426,1755.000000
malloc,48701440,427,1209.000000
malloc,51773440,428,1287.000000
malloc,42917888,429,1247.000000
free,35012608,420,117.000000
free,26525696,421,156.000000
free,10215424,422,78.000000
free,30466048,423,117.000000
free,2703360,424,117.000000
free,11927552,425,117.000000
free,47759360,426,78.000000
free,48701440,427,117.000000
free,51773440,428,117.000000
free,42917888,429,156.000000
malloc,50388992,430,1053.000000
malloc,37781504,431,1404.000000
malloc,6012928,432,1209.000000
malloc,50880512,433,2847.000000
malloc,44990464,434,507.000000
malloc,4489216,435,1482.000000
malloc,36888576,436,1443.000000
malloc,4571136,437,1326.000000
malloc,36126720,438,1248.000000
malloc,23732224,439,1209.000000
free,50388992,430,117.000000
free,37781504,431,117.000000
free,6012928,432,117.000000
free,50880512,433,117.000000
free,44990464,434,117.000000
free,4489216,435,117.000000
free,36888576,436,78.000000
free,4571136,437,117.000000
free,36126720,438,117.000000
free,23732224,439,156.000000
malloc,3915776,440,1521.000000
malloc,41050112,441,1443.000000
malloc,36741120,442,546.000000
malloc,51585024,443,2262.000000
malloc,9134080,444,1443.000000
malloc,20692992,445,780.000000
malloc,29392896,446,1404.000000
malloc,26746880,447,1248.000000
malloc,14319616,448,1014.000000
malloc,20553728,449,1326.000000
free,3915776,440,117.000000
free,41050112,441,117.000000
free,36741120,442,117.000000
free,51585024,443,117.000000
free,9134080,444,78.000000
free,20692992,445,117.000000
free,29392896,446,117.000000
free,26746880,447,117.000000
free,14319616,448,117.000000
free,20553728,449,194.000000
malloc,45342720,450,1053.000000
malloc,49332224,451,1326.000000
malloc,47079424,452,1326.000000
malloc,3129344,453,1365.000000
malloc,27369472,454,2262.000000
malloc,49782784,455,468.000000
malloc,15048704,456,1287.000000
malloc,22691840,457,1248.000000
malloc,46047232,458,2652.000000
malloc,14393344,459,1365.000000
free,45342720,450,117.000000
free,49332224,451,1404.000000
free,47079424,452,117.000000
free,3129344,453,116.000000
free,27369472,454,117.000000
free,49782784,455,117.000000
free,15048704,456,78.000000
free,22691840,457,117.000000
free,46047232,458,117.000000
free,14393344,459,156.000000
malloc,13172736,460,1443.000000
malloc,43999232,461,1131.000000
malloc,52166656,462,1248.000000
malloc,19185664,463,1794.000000
malloc,42442752,464,585.000000
malloc,44720128,465,1248.000000
malloc,23674880,466,1287.000000
malloc,26902528,467,1287.000000
malloc,49283072,468,1326.000000
malloc,7364608,469,1365.000000
free,13172736,460,546.000000
free,43999232,461,117.000000
free,52166656,462,117.000000
free,19185664,463,117.000000
free,42442752,464,117.000000
free,44720128,465,117.000000
free,23674880,466,117.000000
free,26902528,467,117.000000
free,49283072,468,78.000000
free,7364608,469,195.000000
malloc,50634752,470,1443.000000
malloc,761856,471,1092.000000
malloc,48406528,472,1716.000000
malloc,34938880,473,1092.000000
malloc,52338688,474,1326.000000
malloc,5111808,475,1209.000000
malloc,3203072,476,1248.000000
malloc,29302784,477,1208.000000
malloc,31858688,478,507.000000
malloc,17514496,479,1287.000000
free,50634752,470,78.000000
free,761856,471,1248.000000
free,48406528,472,117.000000
free,34938880,473,117.000000
free,52338688,474,78.000000
free,5111808,475,117.000000
free,3203072,476,117.000000
free,29302784,477,78.000000
free,31858688,478,117.000000
free,17514496,479,156.000000
malloc,49848320,480,1482.000000
