1000
op_type,chunk_size,block_id,exec_time
malloc,30949376,87,1950.000000
malloc,13557760,88,2145.000000
malloc,36233216,89,2340.000000
free,32325632,80,546.000000
free,7839744,81,117.000000
free,46751744,82,117.000000
free,49135616,83,156.000000
free,48496640,84,117.000000
free,34078720,85,117.000000
free,34357248,86,117.000000
free,30949376,87,117.000000
free,13557760,88,156.000000
free,36233216,89,233.000000
malloc,18792448,90,1911.000000
malloc,47824896,91,1131.000000
malloc,19505152,92,1014.000000
malloc,48791552,93,1560.000000
malloc,22044672,94,1404.000000
malloc,41238528,95,1677.000000
malloc,22446080,96,1521.000000
malloc,6889472,97,2184.000000
malloc,18718720,98,1911.000000
malloc,28884992,99,2106.000000
free,18792448,90,156.000000
free,47824896,91,117.000000
free,19505152,92,663.000000
free,48791552,93,117.000000
free,22044672,94,117.000000
free,41238528,95,156.000000
free,22446080,96,117.000000
free,6889472,97,117.000000
free,18718720,98,117.000000
free,28884992,99,234.000000
malloc,5857280,100,3432.000000
malloc,35160064,101,1599.000000
malloc,49381376,102,1989.000000
malloc,18448384,103,2067.000000
malloc,1212416,104,1326.000000
malloc,45744128,105,2847.000000
malloc,48324608,106,3315.000000
malloc,19103744,107,1481.000000
malloc,37994496,108,1365.000000
malloc,7528448,109,1755.000000
free,5857280,100,78.000000
free,35160064,101,156.000000
free,49381376,102,117.000000
free,18448384,103,156.000000
free,1212416,104,117.000000
free,45744128,105,117.000000
free,48324608,106,117.000000
free,19103744,107,156.000000
free,37994496,108,117.000000
free,7528448,109,195.000000
malloc,35774464,110,2106.000000
malloc,17883136,111,3354.000000
malloc,15368192,112,1794.000000
malloc,30097408,113,1326.000000
malloc,14589952,114,1638.000000
malloc,11436032,115,1911.000000
malloc,11739136,116,2067.000000
malloc,48939008,117,2457.000000
malloc,42377216,118,1638.000000
malloc,25296896,119,2340.000000
free,35774464,110,117.000000
free,17883136,111,233.000000
free,15368192,112,741.000000
free,30097408,113,117.000000
free,14589952,114,156.000000
free,11436032,115,117.000000
free,11739136,116,117.000000
free,48939008,117,117.000000
free,42377216,118,156.000000
free,25296896,119,195.000000
malloc,32743424,120,1833.000000
malloc,8732672,121,1755.000000
malloc,20692992,122,3120.000000
malloc,52240384,123,1482.000000
malloc,5095424,124,2418.000000
malloc,42729472,125,2301.000000
malloc,41050112,126,2184.000000
malloc,27533312,127,1560.000000
malloc,49618944,128,1442.000000
malloc,7331840,129,2574.000000
free,32743424,120,117.000000
free,8732672,121,156.000000
free,20692992,122,155.000000
free,52240384,123,117.000000
free,5095424,124,117.000000
free,42729472,125,156.000000
free,41050112,126,117.000000
free,27533312,127,117.000000
free,49618944,128,117.000000
free,7331840,129,234.000000
malloc,3989504,130,1989.000000
malloc,3039232,131,2106.000000
malloc,42483712,132,1209.000000
malloc,933888,133,1404.000000
malloc,21487616,134,1170.000000
malloc,43696128,135,2262.000000
malloc,46678016,136,2769.000000
malloc,17375232,137,2300.000000
malloc,10362880,138,1638.000000
malloc,32235520,139,1248.000000
free,3989504,130,117.000000
free,3039232,131,117.000000
free,42483712,132,117.000000
free,933888,133,117.000000
free,21487616,134,156.000000
free,43696128,135,117.000000
free,46678016,136,117.000000
free,17375232,137,117.000000
free,10362880,138,117.000000
free,32235520,139,234.000000
malloc,24903680,140,2223.000000
malloc,46137344,141,2028.000000
malloc,50110464,142,1248.000000
malloc,40263680,143,1794.000000
malloc,23805952,144,1326.000000
malloc,12263424,145,1950.000000
malloc,51699712,146,1248.000000
malloc,35545088,147,1209.000000
malloc,8773632,148,1560.000000
malloc,41639936,149,1950.000000
free,24903680,140,234.000000
free,46137344,141,117.000000
free,50110464,142,117.000000
free,40263680,143,117.000000
free,23805952,144,156.000000
free,12263424,145,117.000000
free,51699712,146,117.000000
free,35545088,147,117.000000
free,8773632,148,156.000000
free,41639936,149,233.000000
malloc,8404992,150,1403.000000
malloc,41508864,151,1403.000000
malloc,50372608,152,1482.000000
malloc,29097984,153,1794.000000
malloc,41320448,154,2574.000000
malloc,3031040,155,2613.000000
malloc,19390464,156,1833.000000
malloc,29933568,157,2223.000000
malloc,30564352,158,1560.000000
malloc,16580608,159,1833.000000
free,8404992,150,117.000000
free,41508864,151,390.000000
free,50372608,152,117.000000
free,29097984,153,117.000000
free,41320448,154,117.000000
free,3031040,155,117.000000
free,19390464,156,156.000000
free,29933568,157,117.000000
free,30564352,158,117.000000
free,16580608,159,195.000000
malloc,37265408,160,1872.000000
malloc,34545664,161,2379.000000
malloc,19619840,162,2262.000000
malloc,27320320,163,2535.000000
malloc,35479552,164,1716.000000
malloc,41099264,165,1833.000000
malloc,18579456,166,1053.000000
malloc,29720576,167,1794.000000
malloc,6045696,168,1404.000000
malloc,28942336,169,1287.000000
free,37265408,160,117.000000
free,34545664,161,312.000000
free,19619840,162,117.000000
free,27320320,163,117.000000
free,35479552,164,117.000000
free,41099264,165,156.000000
free,18579456,166,117.000000
free,29720576,167,117.000000
free,6045696,168,117.000000
free,28942336,169,195.000000
malloc,9519104,170,1443.000000
malloc,30949376,171,2067.000000
malloc,22650880,172,1443.000000
malloc,7200768,173,1638.000000
malloc,18784256,174,3666.000000
malloc,46448640,175,2535.000000
malloc,19464192,176,1833.000000
malloc,18046976,177,1131.000000
malloc,29556736,178,1209.000000
malloc,28237824,179,507.000000
free,9519104,170,117.000000
free,30949376,171,273.000000
free,22650880,172,117.000000
free,7200768,173,156.000000
free,18784256,174,155.000000
free,46448640,175,117.000000
free,19464192,176,117.000000
free,18046976,177,156.000000
free,29556736,178,117.000000
free,28237824,179,195.000000
malloc,7249920,180,1872.000000
malloc,37961728,181,2028.000000
malloc,17309696,182,1404.000000
malloc,5185536,183,1989.000000
malloc,14622720,184,1326.000000
malloc,6201344,185,1248.000000
malloc,8216576,186,2106.000000
malloc,34013184,187,2652.000000
malloc,36126720,188,1911.000000
malloc,38772736,189,1637.000000
free,7249920,180,78.000000
free,37961728,181,117.000000
free,17309696,182,117.000000
free,5185536,183,156.000000
free,14622720,184,117.000000
free,6201344,185,117.000000
free,8216576,186,468.000000
free,34013184,187,156.000000
free,36126720,188,117.000000
free,38772736,189,273.000000
malloc,50585600,190,1716.000000
malloc,20963328,191,1872.000000
malloc,20881408,192,1248.000000
malloc,17768448,193,1170.000000
malloc,48275456,194,1287.000000
malloc,3923968,195,1677.000000
malloc,6438912,196,2496.000000
malloc,14426112,197,1482.000000
malloc,33644544,198,3705.000000
malloc,12484608,199,2145.000000
free,50585600,190,117.000000
free,20963328,191,117.000000
free,20881408,192,156.000000
free,17768448,193,117.000000
free,48275456,194,117.000000
free,3923968,195,117.000000
free,6438912,196,156.000000
free,14426112,197,117.000000
free,33644544,198,117.000000
free,12484608,199,234.000000
malloc,43368448,200,2885.000000
malloc,43155456,201,1287.000000
malloc,43425792,202,1521.000000
malloc,13582336,203,2223.000000
malloc,50356224,204,1638.000000
malloc,9773056,205,1638.000000
malloc,7593984,206,1794.000000
malloc,17391616,207,1364.000000
malloc,27820032,208,2262.000000
malloc,37150720,209,2145.000000
free,43368448,200,78.000000
free,43155456,201,156.000000
free,43425792,202,117.000000
free,13582336,203,117.000000
free,50356224,204,117.000000
free,9773056,205,156.000000
free,7593984,206,780.000000
free,17391616,207,117.000000
free,27820032,208,117.000000
free,37150720,209,195.000000
malloc,45621248,210,1755.000000
malloc,35069952,211,2067.000000
malloc,22675456,212,1599.000000
malloc,10502144,213,1443.000000
malloc,40247296,214,1989.000000
malloc,37289984,215,1638.000000
malloc,16695296,216,2924.000000
malloc,48463872,217,1521.000000
malloc,18866176,218,1443.000000
malloc,385024,219,1209.000000
free,45621248,210,117.000000
free,35069952,211,234.000000
free,22675456,212,234.000000
free,10502144,213,117.000000
free,40247296,214,117.000000
free,37289984,215,156.000000
free,16695296,216,117.000000
free,48463872,217,117.000000
free,18866176,218,117.000000
free,385024,219,234.000000
malloc,34799616,220,1716.000000
malloc,17014784,221,1365.000000
malloc,21340160,222,1989.000000
malloc,3244032,223,2067.000000
malloc,34783232,224,1053.000000
malloc,17186816,225,1404.000000
malloc,7168000,226,1404.000000
malloc,41213952,227,1209.000000
malloc,31604736,228,2300.000000
malloc,40812544,229,936.000000
free,34799616,220,116.000000
free,17014784,221,117.000000
free,21340160,222,117.000000
free,3244032,223,156.000000
free,34783232,224,155.000000
free,17186816,225,117.000000
free,7168000,226,936.000000
free,41213952,227,117.000000
free,31604736,228,117.000000
free,40812544,229,195.000000
malloc,1261568,230,1170.000000
malloc,22536192,231,1638.000000
malloc,31539200,232,1950.000000
malloc,44679168,233,1170.000000
malloc,36110336,234,4251.000000
malloc,29458432,235,3237.000000
malloc,2023424,236,1833.000000
malloc,43704320,237,1365.000000
malloc,46841856,238,2340.000000
malloc,29843456,239,1326.000000
free,1261568,230,78.000000
free,22536192,231,156.000000
free,31539200,232,390.000000
free,44679168,233,117.000000
free,36110336,234,117.000000
free,29458432,235,117.000000
free,2023424,236,156.000000
free,43704320,237,117.000000
free,46841856,238,117.000000
free,29843456,239,195.000000
malloc,28418048,240,3549.000000
malloc,40034304,241,2184.000000
malloc,12476416,242,1599.000000
malloc,51085312,243,1521.000000
malloc,50528256,244,1404.000000
malloc,286720,245,2847.000000
malloc,35946496,246,1599.000000
malloc,14786560,247,3510.000000
malloc,48750592,248,1131.000000
malloc,2383872,249,1326.000000
free,28418048,240,117.000000
free,40034304,241,117.000000
free,12476416,242,117.000000
free,51085312,243,117.000000
free,50528256,244,117.000000
free,286720,245,117.000000
free,35946496,246,390.000000
free,14786560,247,117.000000
free,48750592,248,117.000000
free,2383872,249,273.000000
malloc,15171584,250,1638.000000
malloc,31113216,251,1599.000000
malloc,19398656,252,1521.000000
malloc,36511744,253,3393.000000
malloc,34357248,254,3783.000000
malloc,1744896,255,1521.000000
malloc,1261568,256,1131.000000
malloc,41525248,257,1793.000000
malloc,42950656,258,1365.000000
malloc,32866304,259,1209.000000
free,15171584,250,351.000000
free,31113216,251,117.000000
free,19398656,252,117.000000
free,36511744,253,117.000000
free,34357248,254,156.000000
free,1744896,255,117.000000
free,1261568,256,117.000000
free,41525248,257,117.000000
free,42950656,258,156.000000
free,32866304,259,195.000000
malloc,29900800,260,1248.000000
malloc,44212224,261,1872.000000
malloc,2965504,262,1482.000000
malloc,9003008,263,1599.000000
malloc,36454400,264,1521.000000
malloc,39075840,265,1872.000000
malloc,38461440,266,1560.000000
malloc,38477824,267,1287.000000
malloc,30351360,268,1287.000000
malloc,32874496,269,2145.000000
free,29900800,260,116.000000
free,44212224,261,234.000000
free,2965504,262,117.000000
free,9003008,263,117.000000
free,36454400,264,156.000000
free,39075840,265,117.000000
free,38461440,266,117.000000
free,38477824,267,117.000000
free,30351360,268,156.000000
free,32874496,269,195.000000
malloc,15884288,270,2145.000000
malloc,6332416,271,1443.000000
malloc,20471808,272,3354.000000
malloc,28352512,273,195.000000
malloc,4988928,274,858.000000
malloc,18563072,275,2106.000000
malloc,28639232,276,1833.000000
malloc,40935424,277,1131.000000
malloc,33349632,278,1404.000000
malloc,24952832,279,1911.000000
free,15884288,270,117.000000
free,6332416,271,2652.000000
free,20471808,272,702.000000
free,28352512,273,155.000000
free,4988928,274,117.000000
free,18563072,275,117.000000
free,28639232,276,117.000000
free,40935424,277,117.000000
free,33349632,278,156.000000
free,24952832,279,195.000000
malloc,43311104,280,2925.000000
malloc,48513024,281,1092.000000
malloc,3637248,282,1637.000000
malloc,10272768,283,1989.000000
malloc,32587776,284,468.000000
malloc,37986304,285,2184.000000
malloc,12017664,286,1248.000000
malloc,33849344,287,1599.000000
malloc,27074560,288,2300.000000
malloc,2539520,289,2729.000000
free,43311104,280,117.000000
free,48513024,281,117.000000
free,3637248,282,156.000000
free,10272768,283,117.000000
free,32587776,284,117.000000
free,37986304,285,117.000000
free,12017664,286,741.000000
free,33849344,287,117.000000
free,27074560,288,117.000000
free,2539520,289,195.000000
malloc,14278656,290,1170.000000
malloc,4546560,291,819.000000
malloc,46743552,292,1599.000000
malloc,17244160,293,2106.000000
malloc,13541376,294,1911.000000
malloc,30760960,295,1989.000000
malloc,3883008,296,1482.000000
malloc,51994624,297,1988.000000
malloc,16809984,298,1560.000000
malloc,34234368,299,1755.000000
free,14278656,290,117.000000
free,4546560,291,156.000000
free,46743552,292,429.000000
free,17244160,293,117.000000
free,13541376,294,117.000000
free,30760960,295,156.000000
free,3883008,296,117.000000
free,51994624,297,117.000000
free,16809984,298,117.000000
free,34234368,299,195.000000
malloc,32440320,300,4212.000000
malloc,32694272,301,2574.000000
malloc,40566784,302,2535.000000
malloc,475136,303,1794.000000
malloc,8609792,304,2925.000000
malloc,45547520,305,1755.000000
malloc,19038208,306,1443.000000
malloc,37249024,307,1365.000000
malloc,34054144,308,1716.000000
malloc,52379648,309,2652.000000
free,32440320,300,117.000000
free,32694272,301,156.000000
free,40566784,302,117.000000
free,475136,303,117.000000
free,8609792,304,117.000000
free,45547520,305,117.000000
free,19038208,306,156.000000
free,37249024,307,117.000000
free,34054144,308,117.000000
free,52379648,309,195.000000
malloc,9764864,310,1248.000000
malloc,24928256,311,1014.000000
malloc,48455680,312,3627.000000
malloc,13393920,313,1326.000000
malloc,35201024,314,1248.000000
malloc,28614656,315,936.000000
malloc,51380224,316,507.000000
malloc,47218688,317,1560.000000
malloc,10027008,318,1404.000000
malloc,26017792,319,1755.000000
free,9764864,310,117.000000
free,24928256,311,234.000000
free,48455680,312,117.000000
free,13393920,313,117.000000
free,35201024,314,117.000000
free,28614656,315,156.000000
free,51380224,316,117.000000
free,47218688,317,117.000000
free,10027008,318,117.000000
free,26017792,319,195.000000
malloc,49750016,320,1443.000000
malloc,24297472,321,1599.000000
malloc,30564352,322,1677.000000
malloc,44056576,323,1599.000000
malloc,41533440,324,2769.000000
malloc,44097536,325,1404.000000
malloc,22388736,326,1794.000000
malloc,45416448,327,2106.000000
malloc,43663360,328,3549.000000
malloc,39190528,329,3705.000000
free,49750016,320,78.000000
free,24297472,321,273.000000
free,30564352,322,155.000000
free,44056576,323,117.000000
free,41533440,324,117.000000
free,44097536,325,117.000000
free,22388736,326,741.000000
free,45416448,327,156.000000
free,43663360,328,117.000000
free,39190528,329,195.000000
malloc,27213824,330,1677.000000
malloc,23666688,331,1365.000000
malloc,19447808,332,585.000000
malloc,15343616,333,1365.000000
malloc,24141824,334,2769.000000
malloc,28057600,335,1560.000000
malloc,8462336,336,1209.000000
malloc,43171840,337,1833.000000
malloc,12869632,338,1287.000000
malloc,42508288,339,1833.000000
free,27213824,330,117.000000
free,23666688,331,117.000000
free,19447808,332,546.000000
free,15343616,333,156.000000
free,24141824,334,155.000000
free,28057600,335,117.000000
free,8462336,336,117.000000
free,43171840,337,117.000000
free,12869632,338,156.000000
free,42508288,339,195.000000
malloc,43114496,340,1482.000000
malloc,22634496,341,1989.000000
malloc,15007744,342,1287.000000
malloc,39141376,343,1833.000000
malloc,36028416,344,1364.000000
malloc,50208768,345,1365.000000
malloc,15319040,346,2652.000000
malloc,34971648,347,1014.000000
malloc,44998656,348,1716.000000
malloc,25337856,349,1248.000000
free,43114496,340,117.000000
free,22634496,341,156.000000
free,15007744,342,117.000000
free,39141376,343,117.000000
free,36028416,344,156.000000
free,50208768,345,117.000000
free,15319040,346,117.000000
free,34971648,347,117.000000
free,44998656,348,117.000000
free,25337856,349,234.000000
malloc,8560640,350,1404.000000
malloc,42311680,351,468.000000
malloc,49635328,352,1599.000000
malloc,39116800,353,1716.000000
malloc,33931264,354,1053.000000
malloc,38739968,355,1287.000000
malloc,30785536,356,2847.000000
malloc,3883008,357,1209.000000
malloc,31719424,358,3120.000000
malloc,22011904,359,1560.000000
free,8560640,350,117.000000
free,42311680,351,117.000000
free,49635328,352,117.000000
free,39116800,353,156.000000
free,33931264,354,117.000000
free,38739968,355,117.000000
free,30785536,356,117.000000
free,3883008,357,156.000000
free,31719424,358,117.000000
free,22011904,359,195.000000
malloc,43073536,360,1404.000000
malloc,6496256,361,624.000000
malloc,45678592,362,1482.000000
malloc,10092544,363,1482.000000
malloc,21839872,364,506.000000
malloc,17391616,365,1677.000000
malloc,38141952,366,1443.000000
malloc,30302208,367,1326.000000
malloc,8126464,368,1482.000000
malloc,51011584,369,1287.000000
free,43073536,360,78.000000
free,6496256,361,156.000000
free,45678592,362,117.000000
free,10092544,363,117.000000
free,21839872,364,117.000000
free,17391616,365,156.000000
free,38141952,366,155.000000
free,30302208,367,117.000000
free,8126464,368,117.000000
free,51011584,369,195.000000
malloc,20373504,370,1794.000000
malloc,51240960,371,1521.000000
malloc,21209088,372,1325.000000
malloc,35381248,373,1482.000000
malloc,37945344,374,1443.000000
malloc,4800512,375,1053.000000
malloc,33161216,376,2184.000000
malloc,835584,377,1209.000000
malloc,39772160,378,1521.000000
malloc,25722880,379,1326.000000
free,20373504,370,507.000000
free,51240960,371,117.000000
free,21209088,372,156.000000
free,35381248,373,117.000000
free,37945344,374,117.000000
free,4800512,375,117.000000
free,33161216,376,117.000000
free,835584,377,156.000000
free,39772160,378,117.000000
free,25722880,379,195.000000
malloc,26173440,380,1443.000000
malloc,48324608,381,1014.000000
malloc,15597568,382,1365.000000
malloc,23371776,383,1638.000000
malloc,35004416,384,1131.000000
malloc,49528832,385,1482.000000
malloc,9674752,386,1248.000000
malloc,13352960,387,1443.000000
malloc,983040,388,1404.000000
malloc,41394176,389,1365.000000
free,26173440,380,117.000000
free,48324608,381,117.000000
free,15597568,382,117.000000
free,23371776,383,156.000000
free,35004416,384,117.000000
free,49528832,385,117.000000
free,9674752,386,117.000000
free,13352960,387,156.000000
free,983040,388,155.000000
free,41394176,389,195.000000
malloc,35364864,390,1404.000000
malloc,44056576,391,1365.000000
malloc,47890432,392,1248.000000
malloc,28614656,393,156.000000
malloc,1712128,394,1716.000000
malloc,17293312,395,1989.000000
malloc,45998080,396,195.000000
malloc,39854080,397,1326.000000
malloc,47587328,398,1170.000000
malloc,1687552,399,1560.000000
free,35364864,390,117.000000
free,44056576,391,117.000000
free,47890432,392,117.000000
free,28614656,393,117.000000
free,1712128,394,156.000000
free,17293312,395,117.000000
free,45998080,396,117.000000
free,39854080,397,117.000000
free,47587328,398,117.000000
free,1687552,399,195.000000
malloc,38436864,400,1989.000000
malloc,15532032,401,1287.000000
malloc,499712,402,1209.000000
malloc,7217152,403,1560.000000
malloc,50913280,404,1443.000000
malloc,38445056,405,1404.000000
malloc,12017664,406,1404.000000
malloc,31637504,407,1325.000000
malloc,39272448,408,1053.000000
malloc,51781632,409,1365.000000
free,38436864,400,78.000000
free,15532032,401,156.000000
free,499712,402,117.000000
free,7217152,403,117.000000
free,50913280,404,156.000000
free,38445056,405,117.000000
free,12017664,406,117.000000
free,31637504,407,117.000000
free,39272448,408,156.000000
free,51781632,409,233.000000
malloc,4923392,410,1209.000000
malloc,13017088,411,1248.000000
malloc,47669248,412,819.000000
malloc,20520960,413,1053.000000
malloc,36380672,414,1872.000000
malloc,30244864,415,1403.000000
malloc,17620992,416,1209.000000
malloc,46055424,417,1833.000000
malloc,43597824,418,1521.000000
malloc,18595840,419,1677.000000
free,4923392,410,546.000000
free,13017088,411,117.000000
free,47669248,412,156.000000
free,20520960,413,117.000000
free,36380672,414,117.000000
free,30244864,415,117.000000
free,17620992,416,117.000000
free,46055424,417,117.000000
free,43597824,418,156.000000
free,18595840,419,195.000000
malloc,35012608,420,1365.000000
malloc,26525696,421,1286.000000
malloc,10215424,422,1287.000000
malloc,30466048,423,506.000000
malloc,2703360,424,273.000000
malloc,11927552,425,1053.000000
malloc,47759360,426,468.000000
malloc,48701440,427,1404.000000
malloc,51773440,428,1755.000000
malloc,42917888,429,1560.000000
free,35012608,420,117.000000
free,26525696,421,117.000000
free,10215424,422,117.000000
free,30466048,423,156.000000
free,2703360,424,117.000000
free,11927552,425,117.000000
free,47759360,426,117.000000
free,48701440,427,156.000000
free,51773440,428,117.000000
free,42917888,429,195.000000
malloc,50388992,430,1131.000000
malloc,37781504,431,1092.000000
malloc,6012928,432,1521.000000
malloc,50880512,433,1989.000000
malloc,44990464,434,936.000000
malloc,4489216,435,1014.000000
malloc,36888576,436,2496.000000
malloc,4571136,437,1014.000000
malloc,36126720,438,1053.000000
malloc,23732224,439,1248.000000
free,50388992,430,117.000000
free,37781504,431,156.000000
free,6012928,432,117.000000
free,50880512,433,117.000000
free,44990464,434,117.000000
free,4489216,435,156.000000
free,36888576,436,117.000000
free,4571136,437,117.000000
free,36126720,438,156.000000
free,23732224,439,233.000000
malloc,3915776,440,2301.000000
malloc,41050112,441,1560.000000
malloc,36741120,442,1326.000000
malloc,51585024,443,1131.000000
malloc,9134080,444,1560.000000
malloc,20692992,445,1209.000000
malloc,29392896,446,1053.000000
malloc,26746880,447,1014.000000
malloc,14319616,448,546.000000
malloc,20553728,449,1521.000000
free,3915776,440,78.000000
free,41050112,441,156.000000
free,36741120,442,117.000000
free,51585024,443,117.000000
free,9134080,444,156.000000
free,20692992,445,155.000000
free,29392896,446,117.000000
free,26746880,447,117.000000
free,14319616,448,117.000000
free,20553728,449,195.000000
malloc,45342720,450,1326.000000
malloc,49332224,451,1482.000000
malloc,47079424,452,1326.000000
malloc,3129344,453,1248.000000
malloc,27369472,454,1715.000000
malloc,49782784,455,1014.000000
malloc,15048704,456,1638.000000
malloc,22691840,457,1287.000000
malloc,46047232,458,2106.000000
malloc,14393344,459,1521.000000
free,45342720,450,117.000000
free,49332224,451,156.000000
free,47079424,452,156.000000
free,3129344,453,117.000000
free,27369472,454,117.000000
free,49782784,455,117.000000
free,15048704,456,156.000000
free,22691840,457,156.000000
free,46047232,458,155.000000
free,14393344,459,195.000000
malloc,13172736,460,2925.000000
malloc,43999232,461,1208.000000
malloc,52166656,462,1988.000000
malloc,19185664,463,1326.000000
malloc,42442752,464,468.000000
malloc,44720128,465,1599.000000
malloc,23674880,466,1521.000000
malloc,26902528,467,1794.000000
malloc,49283072,468,1365.000000
malloc,7364608,469,1443.000000
free,13172736,460,78.000000
free,43999232,461,195.000000
free,52166656,462,117.000000
free,19185664,463,117.000000
free,42442752,464,156.000000
free,44720128,465,117.000000
free,23674880,466,117.000000
free,26902528,467,117.000000
free,49283072,468,117.000000
free,7364608,469,195.000000
malloc,50634752,470,1872.000000
malloc,761856,471,1092.000000
malloc,48406528,472,1248.000000
malloc,34938880,473,1248.000000
malloc,52338688,474,1248.000000
malloc,5111808,475,2262.000000
malloc,3203072,476,1872.000000
malloc,29302784,477,1521.000000
malloc,31858688,478,507.000000
malloc,17514496,479,1599.000000
free,50634752,470,741.000000
free,761856,471,117.000000
free,48406528,472,117.000000
free,34938880,473,117.000000
free,52338688,474,117.000000
free,5111808,475,117.000000
free,3203072,476,117.000000
free,29302784,477,117.000000
free,31858688,478,117.000000
free,17514496,479,234.000000
malloc,49848320,480,1287.000000
malloc,24764416,481,1287.000000
malloc,14409728,482,1209.000000
malloc,44498944,483,1482.000000
